nro_socio;fecha_alta;localidad;tarifa ;consumo_prom_kwh;variacion_consumo_%;antiguedad_meses;cant_reclamos;cortes_ultimo_anio;horas_sin_servicio;facturas_emitidas;facturas_vencidas;medidor_inteligente;adhesion_debito;edad_titular;canal_contacto;codigo_postal;estado
100228;1997-01-02;Santa Rosa;Residencial;180;-40,7;355;0;3;3,4 hs;12;1;No;Sí;71;Teléfono;-;Activo
100744;14/03/2012;Eduardo Castex;Comercial;124;33,3;170;0;3;6,1 hs;12;3;Sí;No;49;App;N/D;Activo
100267;1999-07-21;Realicó;Resid.;-99;-19,8;324;0;2;4,4 hs;12;1;Sí;No;55;Teléfono;6360;Activo
100845;2011-02-18;Santa Rosa;rural;518;-5,1;183;0;2;10,0 hs;12;1;Sí;No;48;App;s/d;Activo
100793;16/09/2011;General Pico;Comercial;286;8,3;176;1;0;0,0 hs;12;1;No;No;41;Oficina;-;Activo
100691;20/06/2022;general pico;Residencial;202;-28,2;45;1;1;5,3 hs;12;1;No;No;39;Oficina;s/d;Activo
100067;;Intendente Alvear;Resid.;279;2,3;335;0;3;11,6 hs;12;0;No;No;53;Web;6380;Activo
100988;2002-02-05;SANTA ROSA;Comercial;154;-1,7;293;1;2;5,7 hs;12;1;No;No;48;Oficina;-;Activo
100116;12/10/2006;Eduardo Castex;RESIDENCIAL ;121;-18,4;236;0;3;6,6 hs;12;2;No;No;26;App;-;Activo
100557;2024-01-11;SANTA ROSA;residencial;192;2,4;26;0;7;24,0 hs;12;0;Sí;No;30;App;6385;Activo
100297;2014-02-02;Santa Rosa;RESIDENCIAL ;116;13,8;147;1;4;19,6 hs;12;2;No;Sí;34;App;6385;Activo
100047;08/10/2001;eduardo castex;Comercial;168;-21,1;297;-;1;6,0 hs;12;0;;Sí;22;App;;Activo
100704;2015-06-27;Realicó;RURAL;518;18,7;130;1;3;12,5 hs;12;4;No;No;47;App;;Activo
100264;2018-11-08;Realicó;Resid.;150;-2,8;89;0;2;4,4 hs;12;0;Sí;Sí;39;App;;Activo
100874;08/09/2001;Intendente Alvear;Comercial;208;-42,1;298;2;4;22,5 hs;12;3;Sí;No;63;Web;;Baja
100454;2003-05-31;Eduardo Castex;RESIDENCIAL ;370;-36;277;0;3;9,4 hs;12;0;Sí;No;60;App;;Activo
100434;06/11/2007;Eduardo Castex;Comercial;166;-1,9;223;0;1;5,5 hs;12;0;No;No;36;Teléfono;N/D;Activo
100605;20/04/2005;Santa Rosa;Comercial;522;-40,1;254;0;3;1,7 hs;12;1;No;No;55;Web;s/d;Baja
100635;07/11/2001;Realicó;Comercial;264;-17,5;296;2;4;14,5 hs;12;2;No;No;63;App;-;Baja
100679;2007-02-09;Santa Rosa;Residencial;N/D;-28;232;0;3;5,8 hs;12;1;-;No;49;App;N/D;Activo
101072;2023-03-17;General Pico;Residencial;790;-2;36;0;2;8,4 hs;12;1;No;No;72;Oficina;s/d;Activo
100743;16/02/2017;Trenel;Residencial;275;2,4;110;2;4;22,9 hs;12;0;No;Sí;49;App;6200;Baja
100416;2005-09-17;Santa Rosa;Residencial;160;5,6;249;0;1;0,8 hs;12;1;N/D;No;49;Teléfono;-;Activo
100202;2021-12-22;Eduardo Castex;Rural;343;0;51;0;2;3,5 hs;12;1;Sí;No;28;Teléfono;s/d;Baja
100731;10/07/2001;GENERAL PICO ;Residencial;170;-7,7;300;s/d;2;10,4 hs;12;2;s/d;Sí;40;Teléfono;6200;Activo
100117;1999-10-19;santa rosa;RESIDENCIAL ;372;-16,6;321;s/d;1;2,5 hs;12;0;N/D;No;37;Teléfono;s/d;Activo
100316;23/10/2021;Eduardo Castex;Residencial;144;29,6;53;2;2;6,3 hs;12;1;s/d;Sí;48;Web;-;Activo
100070;2001-11-07;eduardo castex;RESIDENCIAL ;189;-21,2;296;0;1;4,1 hs;12;0;No;Sí;52;App;;Activo
100319;2007-02-09;eduardo castex;RESIDENCIAL ;248;-9,6;232;0;2;4,4 hs;12;2;N/D;No;23;App;;Activo
100378;11/11/2006;Intendente Alvear;Comercial;223;N/D;235;0;1;4,7 hs;12;0;No;No;74;Web;-;Baja
100020;10/01/2007;eduardo castex;Comercial;168;-9,4;233;0;3;16,8 hs;12;4;s/d;No;77;Teléfono;6385;Baja
100469;20/08/1999;General Pico;Residencial;171;-;323;2;2;11,9 hs;12;1;No;No;39;Web;;Activo
100209;09/02/2007;Santa Rosa;Residencial;327;s/d;232;0;2;6,6 hs;12;0;N/D;No;56;App;s/d;Activo
100575;2002-11-02;Intendente Alvear;Residencial;157;33,6;284;;2;9,2 hs;12;1;Sí;Sí;28;App;N/D;Activo
100089;09/11/2012;Intendente Alvear;Rural;139;-2,2;162;2;2;8,7 hs;12;0;Sí;No;37;Teléfono;N/D;Activo
100272;2016-06-21;Eduardo Castex;residencial;155;-12;118;1;4;23,3 hs;12;1;;No;50;App;-;Baja
100620;1997-11-28;Realicó;Comercial;302;11,7;344;1;2;10,9 hs;12;0;-;No;2;App;N/D;Activo
101056;2006-06-14;Realicó;Residencial;-;-50,5;240;0;2;4,8 hs;12;1;No;No;70;Teléfono;-;Activo
100182;08/04/2013;GENERAL PICO ;Comercial;-99;-21,6;157;1;4;12,6 hs;12;3;Sí;No;65;Web;s/d;Baja
100768;2018-07-11;General Pico;residencial;249;38;93;2;2;1,6 hs;12;1;No;Sí;46;Web;-;Activo
101122;2006-08-13;Trenel;Residencial;231;6,6;238;0;5;14,7 hs;12;0;N/D;No;60;Teléfono;N/D;Activo
100508;07/07/2013;Santa Rosa;Comercial;61;31,3;154;4;1;1,5 hs;12;2;No;No;52;Web;;Baja
100022;05/03/2008;Realicó;Residencial;164;6,5;219;1;0;0,0 hs;12;0;;No;48;Teléfono;-;Activo
101062;22/11/2021;E. Castex;Comercial;225;-11;52;0;3;12,2 hs;12;0;-;No;59;Teléfono;s/d;Activo
101119;2013-06-07;Trenel;Comercial;233;0,8;155;1;1;4,9 hs;12;0;Sí;Sí;57;Oficina;N/D;Activo
101158;2000-10-13;Realicó;Comercial;225;37,6;309;0;2;5,2 hs;12;3;No;Sí;61;App;s/d;Activo
100353;2015-06-27;santa rosa;Resid.;183;-0,4;130;1;3;15,9 hs;12;1;Sí;Sí;61;Oficina;N/D;Activo
100547;18/10/2022;GENERAL PICO ;Comercial;108;57,2;41;2;4;21,1 hs;12;0;No;No;63;Web;s/d;Baja
100419;2021-05-26;Trenel;RESIDENCIAL ;332;-22;58;2;1;2,4 hs;12;2;No;No;46;Oficina;6200;Baja
100085;2022-06-20;Santa Rosa;residencial;323;6,8;45;0;1;3,8 hs;12;3;-;No;58;Web;;Activo
100369;1999-11-18;Intendente Alvear;Residencial;156;-34,4;320;0;2;3,0 hs;12;1;No;Sí;61;Oficina;N/D;Activo
100418;24/06/2004;Realicó;Residencial;112;-24,1;264;0;4;15,2 hs;12;1;;Sí;63;Oficina;s/d;Activo
100401;2015-10-25;Trenel;Residencial;364;0;126;1;5;24,9 hs;12;0;-;Sí;55;Oficina;N/D;Baja
100733;2024-11-06;Intendente Alvear;Residencial;334;0;16;0;2;3,8 hs;12;1;s/d;No;77;Web;-;Baja
101019;2022-01-21;Realicó;residencial;437;8,8;50;3;4;10,4 hs;12;2;No;No;69;Oficina;;Baja
100229;26/08/2015;Intendente Alvear;Residencial;320;-25,3;128;0;1;1,8 hs;12;1;No;Sí;25;Oficina;;Activo
101057;2010-11-20;E. Castex;Rural;149;-7,3;186;1;7;8,7 hs;12;2;s/d;No;72;App;s/d;Baja
100789;2004-04-25;Realicó;Residencial;237;-1,8;266;1;1;0,9 hs;12;1;Sí;No;53;Teléfono;N/D;Activo
100707;30/06/2020;General Pico;Residencial;432;39,8;69;0;2;10,2 hs;12;2;Sí;No;79;Web;s/d;Baja
100249;2024-06-09;Realicó;Residencial;382;-0,6;21;1;2;7,6 hs;12;2;No;Sí;66;Web;-;Activo
100364;2004-06-24;Intendente Alvear;Resid.;180;N/D;264;1;1;5,8 hs;12;3;No;Sí;48;Web;-;Activo
100270;2019-03-08;Trenel;Residencial;460;0,2;85;3;4;22,9 hs;12;1;No;No;48;Oficina;N/D;Baja
100311;26/08/2015;Intendente Alvear;Comercial;278;-29,2;128;0;1;4,4 hs;12;1;;Sí;999;Web;6300;Activo
101093;2020-12-27;general pico;residencial;-;-18,7;63;4;2;5,7 hs;12;0;No;No;54;Oficina;N/D;Activo
100514;11/03/2007;GENERAL PICO ;RESIDENCIAL ;187;8,9;231;1;4;22,3 hs;12;1;Sí;Sí;63;App;-;Baja
101043;25/09/2015;Santa Rosa;Rural;200;6,2;127;0;3;17,0 hs;12;2;No;No;48;App;s/d;Activo
100579;1999-09-19;GENERAL PICO ;Resid.;-99;-14,1;322;2;1;3,3 hs;12;1;No;No;40;Oficina;-;Activo
100500;2005-07-19;Eduardo Castex;RESIDENCIAL ;448;-16,6;251;2;6;12,4 hs;12;0;No;No;32;Web;-;Activo
100188;05/10/2013;Realicó;Comercial;522;-3,6;151;0;1;2,5 hs;12;2;No;No;37;Teléfono;-;Baja
101136;16/06/2017;E. Castex;Resid.;233;29;106;2;4;5,8 hs;12;2;N/D;No;2;Teléfono;s/d;Baja
100478;04/04/2008;Santa Rosa;Residencial;474;-0,3;218;0;0;0,0 hs;12;1;No;No;54;Teléfono;6300;Activo
100252;24/10/1998;Trenel;Residencial;244;7,2;333;0;2;3,6 hs;12;0;N/D;Sí;67;Oficina;s/d;Activo
100334;2003-05-31;Santa Rosa;Resid.;N/D;37,8;277;1;1;3,6 hs;12;1;N/D;Sí;47;Teléfono;N/D;Activo
101067;01/07/1997;Eduardo Castex;Comercial;111;11,2;349;0;0;0,0 hs;12;0;No;Sí;42;Oficina;s/d;Activo
100910;02/12/2002;Intendente Alvear;Residencial;53;4,5;283;0;1;3,4 hs;12;2;;Sí;54;Web;;Activo
100832;2002-04-06;General Pico;Residencial;669;-13,3;291;0;1;5,7 hs;12;1;s/d;No;52;Oficina;;Activo
100066;22/04/1999;Trenel;Residencial;125;-2,2;327;1;3;3,6 hs;12;2;No;Sí;38;Web;;Activo
100724;28/10/2020;general pico;Residencial;316;-44,4;65;0;4;13,4 hs;12;0;No;No;44;Oficina;s/d;Activo
100288;2009-03-30;Santa Rosa;Rural;260;23,8;206;0;4;3,8 hs;12;1;N/D;Sí;81;Web;6385;Activo
100763;2020-02-01;Santa Rosa;RESIDENCIAL ;175;10,5;74;0;2;1,2 hs;12;0;No;No;64;Web;N/D;Activo
100139;07/04/2019;Realicó;Resid.;149;-11,4;84;1;4;13,2 hs;12;1;No;Sí;40;Oficina;s/d;Baja
100075;2020-02-01;Realicó;RURAL;237;4,2;74;0;4;23,5 hs;12;1;Sí;Sí;39;Web;6380;Activo
101103;17/03/2023;Intendente Alvear;Residencial;64;44,7;36;1;2;4,4 hs;12;1;s/d;No;27;Teléfono;s/d;Activo
100984;2008-07-03;Trenel;Resid.;225;20,1;215;2;0;0,0 hs;12;1;-;Sí;62;Oficina;N/D;Activo
100534;2005-07-19;santa rosa;Residencial;120;10,9;251;2;5;28,3 hs;12;1;;No;38;Teléfono;;Baja
101082;2022-04-21;Trenel;Comercial;353;-33,6;47;1;5;29,4 hs;12;0;N/D;No;44;Oficina;-;Baja
100613;08/09/2001;Sta. Rosa;Residencial;293;38,5;298;1;3;14,2 hs;12;1;No;Sí;31;App;;Activo
100365;17/10/2005;eduardo castex;Residencial;254;52;248;1;4;17,7 hs;12;1;N/D;No;19;Oficina;s/d;Activo
100073;2010-11-20;Trenel;Residencial;121;8,4;186;1;1;2,2 hs;12;1;Sí;No;27;App;;Activo
100259;02/06/2014;Sta. Rosa;Resid.;147;18,7;143;2;2;11,2 hs;12;3;Sí;Sí;74;Oficina;6380;Activo
100291;2016-07-21;Trenel;Residencial;361;8,8;117;3;5;29,4 hs;12;0;-;No;56;Web;6300;Baja
100226;14/08/2000;Eduardo Castex;Comercial;403;32,5;311;0;2;10,8 hs;12;0;No;No;44;App;s/d;Baja
101073;2003-09-28;general pico;Rural;214;-23,6;273;1;3;8,2 hs;12;2;No;No;34;App;N/D;Activo
101176;03/11/2019;Trenel;rural;129;-3,2;77;s/d;3;15,9 hs;12;1;No;No;60;Teléfono;s/d;Baja
100481;2021-12-22;Intendente Alvear;Residencial;387;2,5;51;-;1;3,1 hs;12;2;N/D;No;54;Teléfono;N/D;Baja
100292;08/08/2024;Trenel;Residencial;381;-2,5;19;-;2;8,9 hs;12;2;No;No;67;Web;N/D;Baja
100975;2015-04-28;Trenel;Rural;348;-7,9;132;1;0;0,0 hs;12;0;Sí;Sí;67;App;6360;Activo
100296;1999-03-23;GENERAL PICO ;RURAL;338;8,8;328;-;4;20,8 hs;12;1;N/D;Sí;77;Oficina;;Activo
100361;1997-02-01;santa rosa;Residencial;459;12,3;354;0;1;4,2 hs;12;1;N/D;No;42;App;6380;Activo
100660;25/02/2021;SANTA ROSA;Resid.;262;-67,4;61;0;0;0,0 hs;12;0;No;Sí;62;App;N/D;Activo
100463;26/01/2004;Gral. Pico;Rural;239;31,9;269;1;2;7,4 hs;12;0;Sí;Sí;43;Teléfono;-;Activo
101071;2023-12-12;Realicó;Comercial;130;2,3;27;0;6;20,5 hs;12;1;;No;70;Web;-;Baja
101140;2001-03-12;santa rosa;Residencial;199;37,2;304;2;4;20,2 hs;12;2;Sí;Sí;39;Teléfono;N/D;Activo
100201;2018-02-11;SANTA ROSA;Resid.;239;-2,2;98;2;4;14,0 hs;12;0;No;No;42;App;6300;Baja
100017;23/11/1998;Sta. Rosa;Residencial;-99;8,6;332;1;0;0,0 hs;12;1;No;No;62;Teléfono;-;Activo
101011;2006-08-13;Santa Rosa;Residencial;194;33,3;238;0;6;32,1 hs;12;2;No;No;47;Oficina;-;Activo
101049;2011-12-15;GENERAL PICO ;Residencial;110;-;173;s/d;1;5,2 hs;12;1;Sí;Sí;44;App;s/d;Activo
100816;23/01/2016;eduardo castex;Comercial;101;-3;123;1;1;1,2 hs;12;0;Sí;Sí;42;App;N/D;Activo
100417;2019-05-07;Realicó;Comercial;278;33,4;83;1;1;5,0 hs;12;4;s/d;No;65;Oficina;-;Baja
100916;2020-01-02;GENERAL PICO ;Residencial;401;14,2;75;1;5;15,8 hs;12;0;-;No;56;Teléfono;s/d;Baja
100623;11/01/2024;Realicó;RESIDENCIAL ;519;-4,6;26;0;1;5,8 hs;12;3;Sí;No;53;Web;-;Baja
101159;04/03/2014;Intendente Alvear;Residencial;-99;6,2;146;-;3;14,0 hs;12;0;N/D;No;56;App;N/D;Activo
100608;20/11/2010;Intendente Alvear;Residencial;160;-21,9;186;1;1;5,9 hs;12;1;;Sí;56;Web;N/D;Activo
100775;2010-06-23;General Pico;residencial;365;-33,8;191;0;2;8,4 hs;12;2;No;Sí;46;Oficina;6360;Baja
100761;2009-08-27;general pico;Residencial;301;26,1;201;-;1;4,4 hs;12;0;Sí;Sí;61;App;N/D;Activo
100480;2026-01-30;General Pico;RESIDENCIAL ;227;21,8;1;-;4;6,9 hs;12;0;;No;31;Teléfono;-;Baja
101051;2022-08-19;Realicó;Residencial;95;-22,9;43;1;3;6,1 hs;12;0;;Sí;50;Web;s/d;Activo
100717;12/07/2012;Realicó;Residencial;344;6,9;166;;1;1,3 hs;12;2;No;Sí;999;App;s/d;Activo
100438;1997-09-29;Intendente Alvear;Comercial;336;-14,3;346;1;3;9,3 hs;12;2;N/D;No;25;Teléfono;6360;Activo
100642;;Realicó;Resid.;218;47,3;349;-;4;18,2 hs;12;1;;No;53;Teléfono;s/d;Activo
100028;2010-08-22;GENERAL PICO ;Residencial;197;-80;189;0;3;10,0 hs;12;18;No;No;44;Teléfono;-;Baja
101023;2023-09-13;Eduardo Castex;residencial;456;14;30;0;6;34,6 hs;12;1;No;Sí;63;Oficina;;Activo
100628;2012-05-13;eduardo castex;Comercial;292;0,4;168;0;3;2,0 hs;12;4;s/d;Sí;64;Oficina;-;Activo
100333;20/12/2010;Intendente Alvear;Residencial;262;-15,5;185;1;2;6,6 hs;12;3;Sí;No;51;Web;;Baja
100077;2019-12-03;Trenel;Residencial;298;-12,9;76;0;2;11,8 hs;12;17;No;No;41;Oficina;;Activo
100952;16/07/2017;Realicó;RURAL;412;19,9;105;0;1;4,1 hs;12;1;Sí;No;56;Teléfono;-;Activo
100794;04/11/2013;General Pico;Residencial;296;-9;150;1;3;8,2 hs;12;0;No;Sí;47;Teléfono;s/d;Activo
100257;2006-12-11;General Pico;Resid.;301;-;234;1;2;8,5 hs;12;3;Sí;No;51;Teléfono;;Activo
